,carat,cut,cut_ord,color,clarity,clarity_ord,price,predicted_price,pred_price_modified
40930,1.5,Very Good,3,F,VS1,4,15508,9640.8,9640.8
40931,1.01,Ideal,5,D,SI1,3,5812,5380.63,5380.63
40932,0.26,Ideal,5,H,SI1,3,397,-929.12,0
40933,1.55,Ideal,5,F,SI1,3,12373,9923.65,9923.65
40934,1.01,Premium,4,D,VS1,4,8286,5676.53,5676.53
40935,0.72,Ideal,5,G,VVS2,6,3139,4302.86,4302.86
40936,1.2,Premium,4,D,SI2,2,5551,6367,6367
40937,2.08,Very Good,3,J,SI1,3,12637,14066.34,14066.34
40938,0.41,Ideal,5,D,VS2,5,1007,1240.83,1240.83
40939,0.7,Good,2,G,SI1,3,2117,2298.3,2298.3
40940,0.38,Very Good,3,D,VS1,4,921,218.24,218.24
40941,1.25,Ideal,5,I,SI1,3,6066,7399.75,7399.75
40942,0.55,Very Good,3,E,VS1,4,1986,1648.45,1648.45
40943,1.51,Premium,4,H,SI2,2,8598,8975.03,8975.03
40944,1.01,Ideal,5,J,SI1,3,3818,5380.63,5380.63
40945,1.5,Premium,4,G,SI1,3,9954,9344.9,9344.9
40946,0.31,Ideal,5,E,SI1,3,660,-508.47,0
40947,1.7,Very Good,3,G,VS1,4,17219,11323.4,11323.4
40948,0.3,Ideal,5,E,IF,8,1120,1677.4,1677.4
40949,1.51,Premium,4,G,VS2,5,13194,10337.03,10337.03
40950,0.7,Premium,4,H,VVS2,6,2536,3976.5,3976.5
40951,2,Ideal,5,I,SI2,2,15092,13255.5,13255.5
40952,0.25,Premium,4,E,VVS2,6,576,190.65,190.65
40953,1.03,Ideal,5,F,SI1,3,5356,5548.89,5548.89
40954,0.43,Ideal,5,E,VS2,5,1048,1409.09,1409.09
40955,0.38,Good,2,D,VVS1,7,1159,1422.14,1422.14
40956,1,Good,2,H,SI1,3,4138,4822.2,4822.2
40957,0.9,Premium,4,E,SI1,3,4385,4297.1,4297.1
40958,1,Premium,4,D,SI1,3,5488,5138.4,5138.4
40959,1,Very Good,3,I,SI1,3,4538,4980.3,4980.3
40960,0.78,Very Good,3,G,VS2,5,3012,4037.44,4037.44
40961,0.31,Ideal,5,E,SI1,3,601,-508.47,0
40962,0.31,Ideal,5,H,VVS1,7,687,1307.53,1307.53
40963,0.43,Good,2,F,VS1,4,1167,480.79,480.79
40964,0.33,Ideal,5,F,VS2,5,854,567.79,567.79
40965,1.21,Ideal,5,D,VVS2,6,12375,8425.23,8425.23
40966,0.31,Premium,4,D,SI2,2,593,-1120.57,0
40967,0.33,Premium,4,G,VS2,5,579,409.69,409.69
40968,1.28,Good,2,J,VS1,4,5759,7631.84,7631.84
40969,0.56,Premium,4,G,SI1,3,1441,1436.68,1436.68
40970,0.37,Ideal,5,E,SI1,3,833,-3.69,0
40971,0.9,Very Good,3,D,SI1,3,4304,4139,4139
40972,2.13,Good,2,H,SI2,2,16062,13874.89,13874.89
40973,0.41,Premium,4,F,SI2,2,775,-279.27,0
40974,1.2,Fair,1,F,I1,1,2622,5438.7,5438.7
40975,0.52,Premium,4,I,VS1,4,1141,1554.16,1554.16
40976,1.79,Ideal,5,I,VS1,4,13908,12396.77,12396.77
40977,0.46,Ideal,5,G,SI2,2,807,299.48,299.48
40978,2,Ideal,5,J,VS2,5,14323,14617.5,14617.5
40979,0.73,Very Good,3,G,SI1,3,2330,2708.79,2708.79
40980,0.72,Premium,4,F,VS2,5,2646,3690.76,3690.76
40981,1.01,Good,2,F,SI1,3,4989,4906.33,4906.33
40982,0.34,Ideal,5,E,VVS2,6,944,1105.92,1105.92
40983,1.5,Very Good,3,D,VS2,5,17153,10094.8,10094.8
40984,1.55,Ideal,5,H,SI1,3,10960,9923.65,9923.65
40985,1.45,Very Good,3,J,VS2,5,6980,9674.15,9674.15
40986,0.97,Very Good,3,I,SI2,2,2567,4273.91,4273.91
40987,1,Very Good,3,D,SI1,3,5320,4980.3,4980.3
40988,0.54,Ideal,5,E,SI1,3,1637,1426.52,1426.52
40989,0.74,Ideal,5,E,VS1,4,3888,3563.12,3563.12
40990,0.9,Good,2,E,VS2,5,4278,4888.9,4888.9
40991,1.53,Ideal,5,H,SI2,2,8034,9301.39,9301.39
40992,1.52,Very Good,3,D,SI2,2,9781,8901.06,8901.06
40993,0.33,Ideal,5,F,IF,8,957,1929.79,1929.79
40994,1.01,Premium,4,G,VS2,5,5864,6130.53,6130.53
40995,1.01,Very Good,3,F,SI2,2,4384,4610.43,4610.43
40996,1.13,Ideal,5,E,SI1,3,6563,6390.19,6390.19
40997,0.92,Good,2,E,SI1,3,4183,4149.16,4149.16
40998,1.01,Ideal,5,F,SI1,3,5184,5380.63,5380.63
40999,1.21,Ideal,5,I,VVS2,6,7134,8425.23,8425.23
41000,1.01,Very Good,3,F,VS2,5,6773,5972.43,5972.43
41001,0.41,Ideal,5,G,SI1,3,788,332.83,332.83
41002,0.59,Very Good,3,D,SI1,3,1816,1530.97,1530.97
41003,0.91,Fair,1,H,SI2,2,2763,3452.93,3452.93
41004,1.51,Premium,4,G,VS1,4,14507,9883.03,9883.03
41005,0.41,Premium,4,F,VS2,5,1107,1082.73,1082.73
41006,0.8,Ideal,5,G,VS2,5,2728,4521.9,4521.9
41007,0.4,Premium,4,F,VS1,4,982,544.6,544.6
41008,1.26,Ideal,5,J,VVS1,7,6186,9299.88,9299.88
41009,1.11,Ideal,5,H,SI2,2,4662,5767.93,5767.93
41010,0.73,Ideal,5,E,VS1,4,3471,3478.99,3478.99
41011,0.41,Ideal,5,H,SI1,3,876,332.83,332.83
41012,0.91,Premium,4,E,SI2,2,3379,3927.23,3927.23
41013,1.06,Ideal,5,G,VS1,4,7589,6255.28,6255.28
41014,0.4,Good,2,D,VS1,4,1254,228.4,228.4
41015,2.37,Premium,4,H,SI2,2,16021,16210.21,16210.21
41016,0.44,Ideal,5,E,VVS2,6,1274,1947.22,1947.22
41017,1.09,Very Good,3,F,SI1,3,5570,5737.47,5737.47
41018,0.83,Fair,1,H,SI2,2,2133,2779.89,2779.89
41019,0.31,Ideal,5,E,VS1,4,692,-54.47,0
41020,0.41,Ideal,5,E,VVS2,6,1243,1694.83,1694.83
41021,0.6,Ideal,5,D,VS1,4,2527,2385.3,2385.3
41022,0.7,Ideal,5,J,VS2,5,1843,3680.6,3680.6
41023,0.81,Fair,1,H,SI2,2,1687,2611.63,2611.63
41024,1.07,Ideal,5,H,SI2,2,4314,5431.41,5431.41
41025,1,Premium,4,D,VVS2,6,9918,6500.4,6500.4
41026,1.01,Premium,4,F,VS1,4,7017,5676.53,5676.53
41027,0.32,Premium,4,D,SI1,3,756,-582.44,0
41028,0.72,Very Good,3,D,VS2,5,3493,3532.66,3532.66
41029,0.72,Good,2,H,SI2,2,1674,2012.56,2012.56
41030,1.54,Ideal,5,G,VS2,5,14103,10747.52,10747.52
41031,0.3,Ideal,5,H,SI1,3,450,-592.6,0
41032,0.41,Very Good,3,D,VS2,5,912,924.63,924.63
41033,0.39,Very Good,3,F,VS1,4,895,302.37,302.37
41034,0.3,Ideal,5,F,VS1,4,587,-138.6,0
41035,0.39,Premium,4,D,VS1,4,1123,460.47,460.47
41036,0.37,Premium,4,D,VS2,5,876,746.21,746.21
41037,0.3,Ideal,5,H,VVS2,6,542,769.4,769.4
41038,0.58,Good,2,E,VS1,4,2041,1742.74,1742.74
41039,1.02,Ideal,5,F,VS2,5,6306,6372.76,6372.76
41040,1.06,Premium,4,J,SI2,2,3672,5189.18,5189.18
41041,0.32,Premium,4,G,VS2,5,561,325.56,325.56
41042,0.31,Premium,4,G,VS1,4,802,-212.57,0
41043,0.4,Premium,4,G,VVS2,6,1050,1452.6,1452.6
41044,2.66,Good,2,H,SI2,2,18495,18333.78,18333.78
41045,0.4,Ideal,5,J,VS2,5,765,1156.7,1156.7
41046,0.32,Ideal,5,D,SI2,2,612,-878.34,0
41047,1.75,Ideal,5,J,VVS2,6,11609,12968.25,12968.25
41048,0.35,Ideal,5,D,SI1,3,827,-171.95,0
41049,1.22,Premium,4,H,SI1,3,5063,6989.26,6989.26
41050,0.26,Very Good,3,F,VS2,5,453,-337.32,0
41051,0.59,Very Good,3,F,SI1,3,2000,1530.97,1530.97
41052,0.7,Premium,4,F,SI1,3,2348,2614.5,2614.5
41053,1.54,Premium,4,G,VS1,4,13733,10135.42,10135.42
41054,0.3,Ideal,5,H,VS1,4,675,-138.6,0
41055,0.37,Ideal,5,D,VS2,5,876,904.31,904.31
41056,2.29,Very Good,3,I,SI1,3,18068,15833.07,15833.07
41057,0.32,Very Good,3,J,SI1,3,389,-740.54,0
41058,0.62,Ideal,5,H,VS1,4,1808,2553.56,2553.56
41059,0.55,Ideal,5,E,VS1,4,1996,1964.65,1964.65
41060,0.7,Very Good,3,D,SI1,3,2628,2456.4,2456.4
41061,0.56,Ideal,5,I,SI1,3,1343,1594.78,1594.78
41062,0.7,Very Good,3,F,VS1,4,2975,2910.4,2910.4
41063,0.9,Very Good,3,E,SI1,3,4092,4139,4139
41064,0.7,Ideal,5,G,VVS1,7,3165,4588.6,4588.6
41065,2.06,Ideal,5,I,VS2,5,15691,15122.28,15122.28
41066,0.3,Ideal,5,D,SI1,3,552,-592.6,0
41067,0.71,Very Good,3,D,VS1,4,3333,2994.53,2994.53
41068,0.91,Ideal,5,G,SI1,3,4453,4539.33,4539.33
41069,0.57,Very Good,3,G,SI1,3,1433,1362.71,1362.71
41070,0.32,Ideal,5,E,IF,8,944,1845.66,1845.66
41071,1.5,Very Good,3,D,SI1,3,11442,9186.8,9186.8
41072,0.5,Very Good,3,E,SI2,2,1154,319.8,319.8
41073,2.04,Very Good,3,I,VS2,5,16616,14637.82,14637.82
41074,0.32,Ideal,5,F,VVS2,6,1002,937.66,937.66
41075,1.5,Premium,4,D,SI2,2,8518,8890.9,8890.9
41076,0.72,Ideal,5,E,VVS2,6,3093,4302.86,4302.86
41077,0.74,Ideal,5,D,SI1,3,2987,3109.12,3109.12
41078,0.72,Ideal,5,H,VS1,4,3133,3394.86,3394.86
41079,0.3,Ideal,5,G,IF,8,863,1677.4,1677.4
41080,0.3,Ideal,5,G,IF,8,956,1677.4,1677.4
41081,0.33,Ideal,5,F,IF,8,1240,1929.79,1929.79
41082,1.52,Premium,4,I,SI1,3,8852,9513.16,9513.16
41083,0.3,Ideal,5,E,IF,8,957,1677.4,1677.4
41084,1,Ideal,5,D,SI1,3,6664,5296.5,5296.5
41085,1.01,Fair,1,J,VS2,5,3190,5656.23,5656.23
41086,0.32,Ideal,5,D,SI1,3,706,-424.34,0
41087,0.51,Ideal,5,F,SI1,3,1406,1174.13,1174.13
41088,1.3,Ideal,5,G,IF,8,12932,10090.4,10090.4
41089,0.52,Ideal,5,D,SI1,3,1600,1258.26,1258.26
41090,0.34,Premium,4,I,VS2,5,612,493.82,493.82
41091,1.01,Ideal,5,G,VS2,5,6159,6288.63,6288.63
41092,0.71,Ideal,5,D,VS2,5,3299,3764.73,3764.73
41093,1.13,Very Good,3,G,VS1,4,7815,6527.99,6527.99
41094,0.7,Very Good,3,I,SI1,3,1973,2456.4,2456.4
41095,0.4,Ideal,5,I,SI1,3,624,248.7,248.7
41096,2.2,Fair,1,I,I1,1,7934,13851.7,13851.7
41097,0.5,Ideal,5,D,VS2,5,1893,1998,1998
41098,0.91,Premium,4,I,VS2,5,3282,5289.23,5289.23
41099,0.45,Ideal,5,D,SI2,2,706,215.35,215.35
41100,1.01,Ideal,5,H,SI2,2,3501,4926.63,4926.63
41101,0.71,Ideal,5,E,VS2,5,2863,3764.73,3764.73
41102,0.44,Premium,4,G,SI1,3,990,427.12,427.12
41103,0.4,Very Good,3,I,VS1,4,737,386.5,386.5
41104,0.9,Very Good,3,F,SI1,3,3881,4139,4139
41105,0.71,Ideal,5,J,VS1,4,1932,3310.73,3310.73
41106,1.5,Premium,4,F,VS1,4,14918,9798.9,9798.9
41107,1.04,Ideal,5,J,SI2,2,3762,5179.02,5179.02
41108,1.14,Ideal,5,I,VS2,5,5075,7382.32,7382.32
41109,1.28,Ideal,5,G,IF,8,11372,9922.14,9922.14
41110,0.56,Very Good,3,E,IF,8,2724,3548.58,3548.58
41111,0.33,Very Good,3,F,VS2,5,666,251.59,251.59
41112,0.7,Premium,4,E,SI1,3,2444,2614.5,2614.5
41113,0.41,Very Good,3,I,VVS2,6,1024,1378.63,1378.63
41114,0.43,Ideal,5,G,VS2,5,1093,1409.09,1409.09
41115,0.51,Ideal,5,E,VVS1,7,2527,2990.13,2990.13
41116,0.3,Ideal,5,E,VS2,5,844,315.4,315.4
41117,0.31,Ideal,5,D,VS2,5,734,399.53,399.53
41118,0.3,Very Good,3,G,IF,8,850,1361.2,1361.2
41119,0.74,Ideal,5,I,VS1,4,2609,3563.12,3563.12
41120,1.2,Fair,1,G,I1,1,2376,5438.7,5438.7
41121,0.4,Ideal,5,E,VVS2,6,1056,1610.7,1610.7
41122,0.24,Ideal,5,G,VS1,4,442,-643.38,0
41123,0.51,Premium,4,D,SI1,3,1687,1016.03,1016.03
41124,0.71,Premium,4,D,VS2,5,2770,3606.63,3606.63
41125,2.05,Very Good,3,F,SI2,2,16819,13359.95,13359.95
41126,0.46,Ideal,5,E,VS1,4,1834,1207.48,1207.48
41127,1,Premium,4,D,SI2,2,4295,4684.4,4684.4
41128,0.4,Ideal,5,H,VVS1,7,1017,2064.7,2064.7
41129,0.51,Very Good,3,E,SI1,3,1438,857.93,857.93
41130,1.23,Ideal,5,H,SI2,2,6199,6777.49,6777.49
41131,0.7,Very Good,3,J,VS2,5,1896,3364.4,3364.4
41132,0.71,Premium,4,H,SI2,2,1960,2244.63,2244.63
41133,0.7,Very Good,3,I,SI1,3,1918,2456.4,2456.4
41134,0.58,Premium,4,F,VS1,4,2668,2058.94,2058.94
41135,1.23,Ideal,5,F,VVS2,6,11040,8593.49,8593.49
41136,0.7,Very Good,3,F,VS2,5,2473,3364.4,3364.4
41137,0.33,Premium,4,H,VS2,5,668,409.69,409.69
41138,0.34,Premium,4,H,VS2,5,537,493.82,493.82
41139,2.01,Ideal,5,E,SI2,2,17849,13339.63,13339.63
41140,0.25,Ideal,5,E,VVS2,6,740,348.75,348.75
41141,1.17,Very Good,3,G,SI2,2,5595,5956.51,5956.51
41142,0.54,Ideal,5,D,SI1,3,1715,1426.52,1426.52
41143,0.3,Ideal,5,E,VS1,4,694,-138.6,0
41144,1.21,Premium,4,D,SI2,2,6505,6451.13,6451.13
41145,1.11,Very Good,3,E,SI2,2,4102,5451.73,5451.73
41146,0.72,Premium,4,F,VS1,4,2838,3236.76,3236.76
41147,0.31,Ideal,5,D,VS2,5,734,399.53,399.53
41148,0.38,Very Good,3,H,VS2,5,710,672.24,672.24
41149,0.41,Premium,4,G,VS1,4,961,628.73,628.73
41150,1.07,Very Good,3,H,SI1,3,5752,5569.21,5569.21
41151,0.55,Ideal,5,G,VVS1,7,2632,3326.65,3326.65
41152,0.42,Premium,4,D,SI2,2,898,-195.14,0
41153,0.33,Ideal,5,E,VS2,5,723,567.79,567.79
41154,1,Premium,4,F,VS2,5,6328,6046.4,6046.4
41155,0.43,Premium,4,G,SI1,3,929,342.99,342.99
41156,1.01,Ideal,5,I,SI2,2,3733,4926.63,4926.63
41157,1.01,Good,2,F,SI2,2,3768,4452.33,4452.33
41158,0.31,Premium,4,G,VS1,4,625,-212.57,0
41159,1.61,Ideal,5,G,SI1,3,11192,10428.43,10428.43
41160,0.41,Very Good,3,H,SI1,3,683,16.63,16.63
41161,0.79,Ideal,5,I,VS2,5,2712,4437.77,4437.77
41162,0.71,Good,2,G,SI1,3,2428,2382.43,2382.43
41163,1.58,Very Good,3,G,VS2,5,13037,10767.84,10767.84
41164,1.3,Very Good,3,J,VS2,5,5832,8412.2,8412.2
41165,0.31,Good,2,E,SI1,3,544,-982.77,0
41166,0.29,Ideal,5,F,VVS1,7,669,1139.27,1139.27
41167,0.32,Ideal,5,D,VS2,5,758,483.66,483.66
41168,1.02,Very Good,3,G,VS2,5,6569,6056.56,6056.56
41169,0.71,Ideal,5,H,VS2,5,2522,3764.73,3764.73
41170,1.08,Ideal,5,H,VS1,4,5791,6423.54,6423.54
41171,1.21,Very Good,3,I,VS1,4,5865,7201.03,7201.03
41172,1.06,Very Good,3,I,SI2,2,3515,5031.08,5031.08
41173,0.4,Ideal,5,D,SI1,3,772,248.7,248.7
41174,0.36,Premium,4,D,SI1,3,851,-245.92,0
41175,0.31,Ideal,5,H,VS1,4,698,-54.47,0
41176,0.35,Ideal,5,I,VVS2,6,598,1190.05,1190.05
41177,0.43,Premium,4,G,VS1,4,1008,796.99,796.99
41178,0.9,Good,2,F,SI2,2,3267,3526.9,3526.9
41179,1,Very Good,3,E,SI1,3,5571,4980.3,4980.3
41180,1.55,Ideal,5,F,SI2,2,10937,9469.65,9469.65
41181,1.5,Good,2,I,VVS2,6,9909,10390.7,10390.7
41182,0.31,Ideal,5,F,VS1,4,872,-54.47,0
41183,1.22,Premium,4,D,VS2,5,9581,7897.26,7897.26
41184,0.3,Ideal,5,G,VS2,5,526,315.4,315.4
41185,0.53,Ideal,5,G,SI2,2,1113,888.39,888.39
41186,0.4,Ideal,5,J,VS1,4,633,702.7,702.7
41187,0.51,Ideal,5,D,SI2,2,1359,720.13,720.13
41188,0.52,Ideal,5,D,VS1,4,2296,1712.26,1712.26
41189,0.71,Fair,1,F,SI1,3,2198,2224.33,2224.33
41190,0.76,Ideal,5,E,VS2,5,3497,4185.38,4185.38
41191,1.01,Very Good,3,F,SI1,3,5174,5064.43,5064.43
41192,1,Premium,4,H,SI2,2,4200,4684.4,4684.4
41193,0.52,Very Good,3,D,SI1,3,1429,942.06,942.06
41194,0.7,Premium,4,F,SI1,3,2401,2614.5,2614.5
41195,1.5,Premium,4,H,SI1,3,10567,9344.9,9344.9
41196,0.3,Premium,4,G,VS1,4,776,-296.7,0
41197,0.91,Very Good,3,H,SI1,3,3998,4223.13,4223.13
41198,0.5,Fair,1,E,SI1,3,1238,457.6,457.6
41199,1.07,Ideal,5,F,SI2,2,5240,5431.41,5431.41
41200,1.05,Very Good,3,G,VVS2,6,7667,6762.95,6762.95
41201,0.59,Very Good,3,I,SI1,3,1257,1530.97,1530.97
41202,0.59,Very Good,3,G,VS2,5,1664,2438.97,2438.97
41203,1.02,Ideal,5,F,IF,8,11116,7734.76,7734.76
41204,0.32,Ideal,5,G,IF,8,954,1845.66,1845.66
41205,0.62,Ideal,5,G,VVS2,6,2861,3461.56,3461.56
41206,0.51,Premium,4,F,VS2,5,1574,1924.03,1924.03
41207,1,Very Good,3,I,VS2,5,4620,5888.3,5888.3
41208,0.7,Fair,1,H,SI1,3,2048,2140.2,2140.2
41209,0.51,Ideal,5,G,SI1,3,1329,1174.13,1174.13
41210,1.15,Premium,4,H,SI2,2,4959,5946.35,5946.35
41211,0.9,Very Good,3,H,VS2,5,4662,5047,5047
41212,0.31,Premium,4,F,IF,8,1046,1603.43,1603.43
41213,0.39,Ideal,5,F,VVS1,7,1124,1980.57,1980.57
41214,0.45,Good,2,E,SI1,3,1063,195.05,195.05
41215,1.39,Very Good,3,G,SI2,2,6628,7807.37,7807.37
41216,0.56,Ideal,5,G,VS2,5,1580,2502.78,2502.78
41217,0.35,Ideal,5,F,VS2,5,906,736.05,736.05
41218,1.05,Premium,4,H,VS2,5,5166,6467.05,6467.05
41219,2.25,Fair,1,H,I1,1,6653,14272.35,14272.35
41220,2.12,Premium,4,H,SI2,2,16992,14106.96,14106.96
41221,1.15,Premium,4,F,SI2,2,4437,5946.35,5946.35
41222,1.21,Fair,1,J,SI1,3,4147,6430.83,6430.83
41223,0.7,Ideal,5,H,VS2,5,2536,3680.6,3680.6
41224,0.75,Premium,4,E,SI1,3,3024,3035.15,3035.15
41225,0.61,Ideal,5,D,SI1,3,1904,2015.43,2015.43
41226,0.53,Ideal,5,G,VS1,4,1754,1796.39,1796.39
41227,0.33,Premium,4,D,SI1,3,608,-498.31,0
41228,0.7,Good,2,H,VS2,5,2330,3206.3,3206.3
41229,0.53,Ideal,5,F,VS1,4,2046,1796.39,1796.39
41230,0.32,Ideal,5,H,VVS2,6,628,937.66,937.66
41231,0.61,Ideal,5,D,SI1,3,1904,2015.43,2015.43
41232,0.4,Ideal,5,D,VS2,5,918,1156.7,1156.7
41233,0.54,Very Good,3,D,VS2,5,2113,2018.32,2018.32
41234,0.45,Good,2,E,SI2,2,680,-258.95,0
41235,1.27,Very Good,3,I,VS1,4,7031,7705.81,7705.81
41236,0.33,Very Good,3,F,VS2,5,666,251.59,251.59
41237,0.7,Ideal,5,D,VS1,4,3278,3226.6,3226.6
41238,0.32,Premium,4,H,VS2,5,648,325.56,325.56
41239,0.4,Ideal,5,E,VS2,5,975,1156.7,1156.7
41240,0.9,Very Good,3,H,VVS2,6,4963,5501,5501
41241,0.37,Premium,4,G,VS2,5,833,746.21,746.21
41242,0.53,Ideal,5,G,VVS2,6,2051,2704.39,2704.39
41243,0.35,Ideal,5,G,VVS2,6,798,1190.05,1190.05
41244,0.54,Ideal,5,F,SI1,3,1260,1426.52,1426.52
41245,0.51,Ideal,5,G,SI2,2,1188,720.13,720.13
41246,1.51,Ideal,5,H,VS1,4,10186,10041.13,10041.13
41247,2.03,Ideal,5,I,SI1,3,15291,13961.89,13961.89
41248,0.55,Ideal,5,E,VS2,5,1715,2418.65,2418.65
41249,1.35,Ideal,5,J,VS1,4,6048,8695.05,8695.05
41250,0.7,Ideal,5,F,SI1,3,2596,2772.6,2772.6
41251,2.08,Ideal,5,I,VS2,5,17916,15290.54,15290.54
41252,0.33,Ideal,5,G,IF,8,946,1929.79,1929.79
41253,0.31,Ideal,5,H,VVS1,7,942,1307.53,1307.53
41254,1.09,Ideal,5,E,VVS2,6,10333,7415.67,7415.67
41255,0.38,Premium,4,H,VS1,4,983,376.34,376.34
41256,0.9,Good,2,G,VS1,4,4460,4434.9,4434.9
41257,1.2,Premium,4,H,SI1,3,6588,6821,6821
41258,0.5,Good,2,D,SI1,3,1436,615.7,615.7
41259,0.42,Premium,4,F,VVS2,6,1142,1620.86,1620.86
41260,0.77,Very Good,3,G,SI1,3,2586,3045.31,3045.31
41261,1.02,Ideal,5,E,VS1,4,8244,5918.76,5918.76
41262,0.41,Very Good,3,I,VVS1,7,863,1832.63,1832.63
41263,0.7,Ideal,5,F,VS2,5,2850,3680.6,3680.6
41264,1,Premium,4,E,VS2,5,6720,6046.4,6046.4
41265,0.9,Good,2,H,VS2,5,3919,4888.9,4888.9
41266,0.34,Good,2,E,SI1,3,596,-730.38,0
41267,2.05,Ideal,5,J,VS2,5,14111,15038.15,15038.15
41268,1.18,Ideal,5,E,VS1,4,9886,7264.84,7264.84
41269,2.01,Premium,4,E,SI2,2,16064,13181.53,13181.53
41270,1.26,Premium,4,H,SI1,3,6435,7325.78,7325.78
41271,0.4,Ideal,5,E,VS2,5,975,1156.7,1156.7
41272,0.55,Ideal,5,D,VS2,5,1755,2418.65,2418.65
41273,1.33,Ideal,5,J,SI1,3,5996,8072.79,8072.79
41274,1.33,Ideal,5,G,VS1,4,10732,8526.79,8526.79
41275,1.01,Ideal,5,E,SI1,3,5132,5380.63,5380.63
41276,1.11,Ideal,5,I,SI1,3,6090,6221.93,6221.93
41277,0.72,Ideal,5,E,SI1,3,2831,2940.86,2940.86
41278,0.33,Premium,4,I,SI1,3,434,-498.31,0
41279,0.55,Ideal,5,G,VS1,4,1667,1964.65,1964.65
41280,0.58,Premium,4,D,SI1,3,1879,1604.94,1604.94
41281,0.8,Good,2,F,VS2,5,3429,4047.6,4047.6
41282,1.01,Good,2,I,VS1,4,4016,5360.33,5360.33
41283,0.51,Very Good,3,E,VVS1,7,2369,2673.93,2673.93
41284,1.51,Very Good,3,G,VS2,5,12551,10178.93,10178.93
41285,0.71,Very Good,3,F,VS2,5,2918,3448.53,3448.53
41286,0.25,Very Good,3,F,VVS1,7,633,486.55,486.55
41287,1.57,Ideal,5,H,VS2,5,12809,10999.91,10999.91
41288,1.29,Ideal,5,H,SI2,2,6300,7282.27,7282.27
41289,0.74,Good,2,H,VS2,5,2327,3542.82,3542.82
41290,1,Very Good,3,E,SI1,3,5413,4980.3,4980.3
41291,0.7,Good,2,D,VVS2,6,3312,3660.3,3660.3
41292,0.55,Ideal,5,G,VVS2,6,2022,2872.65,2872.65
41293,0.41,Ideal,5,D,VS2,5,1007,1240.83,1240.83
41294,0.71,Very Good,3,E,VS2,5,3217,3448.53,3448.53
41295,0.4,Ideal,5,D,VS1,4,1123,702.7,702.7
41296,1,Good,2,G,VS2,5,5500,5730.2,5730.2
41297,1.16,Good,2,H,SI1,3,5314,6168.28,6168.28
41298,0.95,Fair,1,F,SI2,2,2815,3789.45,3789.45
41299,0.3,Very Good,3,F,VVS2,6,737,453.2,453.2
41300,1.21,Very Good,3,H,VS1,4,7246,7201.03,7201.03
41301,0.73,Ideal,5,E,VS1,4,3620,3478.99,3478.99
41302,1.65,Very Good,3,J,SI1,3,7903,10448.75,10448.75
41303,1.01,Good,2,G,VS2,5,5999,5814.33,5814.33
41304,0.25,Premium,4,F,VS1,4,558,-717.35,0
41305,1.09,Very Good,3,E,SI2,2,3418,5283.47,5283.47
41306,0.72,Premium,4,F,VVS1,7,3689,4598.76,4598.76
41307,0.72,Ideal,5,G,VS1,4,3478,3394.86,3394.86
41308,0.3,Ideal,5,D,VS1,4,718,-138.6,0
41309,0.41,Ideal,5,E,VVS1,7,1367,2148.83,2148.83
41310,0.37,Ideal,5,D,VVS2,6,997,1358.31,1358.31
41311,0.31,Premium,4,G,VS1,4,802,-212.57,0
41312,0.72,Very Good,3,E,SI2,2,2688,2170.66,2170.66
41313,0.59,Ideal,5,F,VS2,5,1834,2755.17,2755.17
41314,2.01,Good,2,I,VS2,5,15729,14227.33,14227.33
41315,1,Very Good,3,E,SI2,2,4579,4526.3,4526.3
41316,0.32,Ideal,5,G,IF,8,918,1845.66,1845.66
41317,0.33,Ideal,5,D,VS2,5,781,567.79,567.79
41318,1.01,Fair,1,G,VS2,5,5666,5656.23,5656.23
41319,0.76,Ideal,5,H,VS2,5,2692,4185.38,4185.38
41320,0.74,Ideal,5,G,VVS2,6,3831,4471.12,4471.12
41321,1.01,Very Good,3,J,SI1,3,3499,5064.43,5064.43
41322,1.07,Premium,4,E,SI2,2,5033,5273.31,5273.31
41323,1.6,Ideal,5,F,VS2,5,13853,11252.3,11252.3
41324,0.36,Ideal,5,F,IF,8,1210,2182.18,2182.18
41325,1.01,Good,2,E,SI2,2,4355,4452.33,4452.33
41326,1.07,Good,2,F,I1,1,3415,4503.11,4503.11
41327,0.3,Ideal,5,H,VVS2,6,605,769.4,769.4
41328,0.31,Ideal,5,G,IF,8,891,1761.53,1761.53
41329,1.71,Premium,4,E,SI1,3,14190,11111.63,11111.63
41330,1.11,Ideal,5,G,VVS2,6,9734,7583.93,7583.93
41331,2.13,Very Good,3,G,SI2,2,15454,14032.99,14032.99
41332,1.38,Good,2,J,SI2,2,4598,7565.14,7565.14
41333,0.7,Fair,1,G,SI1,3,2352,2140.2,2140.2
41334,1.21,Premium,4,G,VVS1,7,9003,8721.13,8721.13
41335,0.54,Premium,4,I,VVS2,6,1944,2630.42,2630.42
41336,0.61,Ideal,5,F,VVS2,6,3248,3377.43,3377.43
41337,0.7,Good,2,I,SI2,2,1675,1844.3,1844.3
41338,2.01,Premium,4,J,VS2,5,13400,14543.53,14543.53
41339,1.01,Ideal,5,E,SI1,3,5068,5380.63,5380.63
41340,0.3,Ideal,5,E,VVS1,7,979,1223.4,1223.4
41341,0.41,Very Good,3,E,SI1,3,705,16.63,16.63
41342,0.35,Ideal,5,F,SI1,3,748,-171.95,0
41343,2.01,Very Good,3,I,VS1,4,14792,13931.43,13931.43
