,carat,cut,cut_ord,color,clarity,clarity_ord,predicted_price,bid,pred_price_modified,bid_modified
1067,0.5,Very Good,3,D,SI2,2,319.8,223.86,319.8,223.86
1068,0.75,Ideal,5,D,SI2,2,2739.25,1917.475,2739.25,1917.475
1069,0.38,Ideal,5,F,VVS2,6,1442.44,1009.708,1442.44,1009.708
1070,1.07,Good,2,J,VS2,5,6319.11,4423.377,6319.11,4423.377
1071,0.34,Very Good,3,D,SI2,2,-1026.28,-718.396,0,0
1072,1.25,Ideal,5,E,SI2,2,6945.75,4862.025,6945.75,4862.025
1073,0.9,Fair,1,F,SI1,3,3822.8,2675.96,3822.8,2675.96
1074,2.74,Very Good,3,J,SI2,2,19164.92,13415.444,19164.92,13415.444
1075,0.71,Very Good,3,E,VS2,5,3448.53,2413.971,3448.53,2413.971
1076,0.33,Ideal,5,G,VS1,4,113.79,79.653,113.79,79.653
1077,0.91,Very Good,3,H,VS2,5,5131.13,3591.791,5131.13,3591.791
1078,0.33,Very Good,3,G,VVS2,6,705.59,493.913,705.59,493.913
1079,0.4,Very Good,3,E,SI1,3,-67.5,-47.25,0,0
1080,1.11,Premium,4,F,SI1,3,6063.83,4244.681,6063.83,4244.681
1081,0.24,Good,2,F,VVS1,7,244.32,171.024,244.32,171.024
1082,1.01,Very Good,3,G,SI1,3,5064.43,3545.101,5064.43,3545.101
1083,0.31,Very Good,3,H,VS1,4,-370.67,-259.469,0,0
1084,0.34,Very Good,3,F,VVS2,6,789.72,552.804,789.72,552.804
1085,0.64,Ideal,5,E,VS1,4,2721.82,1905.274,2721.82,1905.274
1086,1.01,Very Good,3,F,SI2,2,4610.43,3227.301,4610.43,3227.301
1087,0.7,Very Good,3,F,SI1,3,2456.4,1719.48,2456.4,1719.48
1088,1.11,Very Good,3,J,SI1,3,5905.73,4134.011,5905.73,4134.011
1089,0.7,Very Good,3,E,VS1,4,2910.4,2037.28,2910.4,2037.28
1090,0.43,Ideal,5,G,VS1,4,955.09,668.563,955.09,668.563
1091,0.91,Ideal,5,G,VS1,4,4993.33,3495.331,4993.33,3495.331
1092,0.94,Very Good,3,D,SI2,2,4021.52,2815.064,4021.52,2815.064
1093,0.3,Premium,4,G,IF,8,1519.3,1063.51,1519.3,1063.51
1094,0.31,Ideal,5,D,VS2,5,399.53,279.671,399.53,279.671
1095,1.51,Very Good,3,G,VS2,5,10178.93,7125.251,10178.93,7125.251
1096,1.04,Premium,4,D,VS1,4,5928.92,4150.244,5928.92,4150.244
1097,0.38,Ideal,5,H,VS1,4,534.44,374.108,534.44,374.108
1098,1.01,Good,2,F,VS2,5,5814.33,4070.031,5814.33,4070.031
1099,0.5,Fair,1,G,VS1,4,911.6,638.12,911.6,638.12
1100,0.52,Ideal,5,G,SI2,2,804.26,562.982,804.26,562.982
1101,1.05,Ideal,5,J,VS1,4,6171.15,4319.805,6171.15,4319.805
1102,1.54,Ideal,5,G,VVS2,6,11201.52,7841.064,11201.52,7841.064
1103,1,Premium,4,I,VS1,4,5592.4,3914.68,5592.4,3914.68
1104,1.52,Very Good,3,H,SI1,3,9355.06,6548.542,9355.06,6548.542
1105,1.12,Very Good,3,F,SI1,3,5989.86,4192.902,5989.86,4192.902
1106,0.73,Ideal,5,G,VS1,4,3478.99,2435.293,3478.99,2435.293
1107,1.08,Good,2,G,SI2,2,5041.24,3528.868,5041.24,3528.868
1108,0.36,Ideal,5,F,VS2,5,820.18,574.126,820.18,574.126
1109,1.01,Ideal,5,F,VS1,4,5834.63,4084.241,5834.63,4084.241
1110,0.55,Ideal,5,H,SI1,3,1510.65,1057.455,1510.65,1057.455
1111,0.9,Good,2,G,VS2,5,4888.9,3422.23,4888.9,3422.23
1112,0.43,Ideal,5,G,VVS1,7,2317.09,1621.963,2317.09,1621.963
1113,0.54,Ideal,5,I,SI2,2,972.52,680.764,972.52,680.764
1114,0.6,Premium,4,E,SI1,3,1773.2,1241.24,1773.2,1241.24
1115,1.2,Premium,4,H,SI1,3,6821,4774.7,6821,4774.7
1116,0.53,Good,2,F,VVS2,6,2230.09,1561.063,2230.09,1561.063
1117,3.01,Fair,1,H,I1,1,20666.23,14466.361,20666.23,14466.361
1118,0.58,Ideal,5,H,SI1,3,1763.04,1234.128,1763.04,1234.128
1119,0.63,Ideal,5,D,SI1,3,2183.69,1528.583,2183.69,1528.583
1120,0.52,Premium,4,I,VVS1,7,2916.16,2041.312,2916.16,2041.312
1121,1.07,Very Good,3,G,VS1,4,6023.21,4216.247,6023.21,4216.247
1122,0.3,Very Good,3,G,VVS1,7,907.2,635.04,907.2,635.04
1123,1.13,Good,2,F,SI2,2,5461.89,3823.323,5461.89,3823.323
1124,0.51,Good,2,H,VS2,5,1607.83,1125.481,1607.83,1125.481
1125,0.23,Good,2,E,VVS2,6,-293.81,-205.667,0,0
1126,0.46,Ideal,5,E,VVS1,7,2569.48,1798.636,2569.48,1798.636
1127,0.33,Ideal,5,E,SI1,3,-340.21,-238.147,0,0
1128,2.05,Premium,4,E,SI2,2,13518.05,9462.635,13518.05,9462.635
1129,0.3,Very Good,3,H,VS1,4,-454.8,-318.36,0,0
1130,0.69,Fair,1,G,VS1,4,2510.07,1757.049,2510.07,1757.049
1131,0.3,Ideal,5,F,IF,8,1677.4,1174.18,1677.4,1174.18
1132,0.41,Ideal,5,D,SI2,2,-121.17,-84.819,0,0
1133,0.9,Ideal,5,G,SI2,2,4001.2,2800.84,4001.2,2800.84
1134,0.41,Premium,4,F,VS1,4,628.73,440.111,628.73,440.111
1135,1.01,Very Good,3,E,VS2,5,5972.43,4180.701,5972.43,4180.701
1136,0.57,Very Good,3,G,SI1,3,1362.71,953.897,1362.71,953.897
1137,1.22,Very Good,3,H,VS1,4,7285.16,5099.612,7285.16,5099.612
1138,0.31,Premium,4,F,I1,1,-1574.57,-1102.199,0,0
1139,0.73,Ideal,5,E,VS2,5,3932.99,2753.093,3932.99,2753.093
1140,0.53,Ideal,5,G,VS2,5,2250.39,1575.273,2250.39,1575.273
1141,0.3,Very Good,3,D,VS2,5,-0.8,-0.56,0,0
1142,0.53,Very Good,3,D,VS1,4,1480.19,1036.133,1480.19,1036.133
1143,0.71,Very Good,3,H,SI1,3,2540.53,1778.371,2540.53,1778.371
1144,0.54,Premium,4,E,VS2,5,2176.42,1523.494,2176.42,1523.494
1145,0.41,Premium,4,E,VS1,4,628.73,440.111,628.73,440.111
1146,0.9,Ideal,5,E,SI2,2,4001.2,2800.84,4001.2,2800.84
1147,1.03,Very Good,3,F,SI2,2,4778.69,3345.083,4778.69,3345.083
1148,1.08,Premium,4,F,SI1,3,5811.44,4068.008,5811.44,4068.008
1149,0.32,Premium,4,D,VVS1,7,1233.56,863.492,1233.56,863.492
1150,0.43,Good,2,E,SI1,3,26.79,18.753,26.79,18.753
1151,0.7,Ideal,5,H,SI1,3,2772.6,1940.82,2772.6,1940.82
1152,0.74,Ideal,5,F,VVS1,7,4925.12,3447.584,4925.12,3447.584
1153,1.5,Premium,4,G,VVS2,6,10706.9,7494.83,10706.9,7494.83
1154,0.34,Ideal,5,F,VVS1,7,1559.92,1091.944,1559.92,1091.944
1155,0.57,Ideal,5,G,VS1,4,2132.91,1493.037,2132.91,1493.037
1156,1,Good,2,F,SI1,3,4822.2,3375.54,4822.2,3375.54
1157,0.7,Ideal,5,F,VS2,5,3680.6,2576.42,3680.6,2576.42
1158,1.01,Ideal,5,E,SI1,3,5380.63,3766.441,5380.63,3766.441
1159,0.25,Premium,4,H,VVS1,7,644.65,451.255,644.65,451.255
1160,0.53,Ideal,5,E,VVS1,7,3158.39,2210.873,3158.39,2210.873
1161,0.96,Very Good,3,E,VS2,5,5551.78,3886.246,5551.78,3886.246
1162,1.25,Ideal,5,H,VS2,5,8307.75,5815.425,8307.75,5815.425
1163,0.73,Ideal,5,E,SI2,2,2570.99,1799.693,2570.99,1799.693
1164,0.34,Very Good,3,E,SI1,3,-572.28,-400.596,0,0
1165,0.74,Premium,4,D,SI1,3,2951.02,2065.714,2951.02,2065.714
1166,1.11,Very Good,3,H,SI1,3,5905.73,4134.011,5905.73,4134.011
1167,0.54,Ideal,5,E,VVS2,6,2788.52,1951.964,2788.52,1951.964
1168,0.95,Very Good,3,G,VS1,4,5013.65,3509.555,5013.65,3509.555
1169,0.41,Ideal,5,I,VVS1,7,2148.83,1504.181,2148.83,1504.181
1170,0.28,Very Good,3,H,VVS1,7,738.94,517.258,738.94,517.258
1171,0.34,Premium,4,H,VVS1,7,1401.82,981.274,1401.82,981.274
1172,1.64,Premium,4,G,VS2,5,11430.72,8001.504,11430.72,8001.504
1173,0.71,Ideal,5,I,IF,8,5126.73,3588.711,5126.73,3588.711
1174,0.74,Very Good,3,D,VS2,5,3700.92,2590.644,3700.92,2590.644
1175,0.74,Ideal,5,G,VVS2,6,4471.12,3129.784,4471.12,3129.784
1176,0.6,Premium,4,H,SI1,3,1773.2,1241.24,1773.2,1241.24
1177,0.44,Ideal,5,D,VS1,4,1039.22,727.454,1039.22,727.454
1178,0.79,Very Good,3,F,SI1,3,3213.57,2249.499,3213.57,2249.499
1179,0.58,Ideal,5,I,SI1,3,1763.04,1234.128,1763.04,1234.128
1180,1,Good,2,E,VVS2,6,6184.2,4328.94,6184.2,4328.94
1181,0.34,Ideal,5,G,VS1,4,197.92,138.544,197.92,138.544
1182,0.31,Premium,4,F,VVS1,7,1149.43,804.601,1149.43,804.601
1183,0.31,Good,2,E,SI1,3,-982.77,-687.939,0,0
1184,1.81,Very Good,3,I,VS1,4,12248.83,8574.181,12248.83,8574.181
1185,0.3,Premium,4,G,VS1,4,-296.7,-207.69,0,0
1186,2.19,Premium,4,J,SI2,2,14695.87,10287.109,14695.87,10287.109
1187,0.91,Ideal,5,G,SI2,2,4085.33,2859.731,4085.33,2859.731
1188,0.37,Ideal,5,G,VS2,5,904.31,633.017,904.31,633.017
1189,1.57,Premium,4,G,VS2,5,10841.81,7589.267,10841.81,7589.267
1190,1,Premium,4,I,SI2,2,4684.4,3279.08,4684.4,3279.08
1191,1.09,Ideal,5,H,SI1,3,6053.67,4237.569,6053.67,4237.569
1192,0.31,Good,2,I,VS1,4,-528.77,-370.139,0,0
1193,0.5,Very Good,3,D,VS2,5,1681.8,1177.26,1681.8,1177.26
1194,0.41,Premium,4,E,VS1,4,628.73,440.111,628.73,440.111
1195,1.23,Ideal,5,H,SI1,3,7231.49,5062.043,7231.49,5062.043
1196,1.09,Premium,4,I,SI1,3,5895.57,4126.899,5895.57,4126.899
1197,0.4,Ideal,5,I,VS1,4,702.7,491.89,702.7,491.89
1198,0.42,Ideal,5,J,VS1,4,870.96,609.672,870.96,609.672
1199,1.02,Ideal,5,G,SI1,3,5464.76,3825.332,5464.76,3825.332
1200,1,Very Good,3,F,SI2,2,4526.3,3168.41,4526.3,3168.41
1201,0.26,Very Good,3,G,VS2,5,-337.32,-236.124,0,0
1202,0.23,Good,2,G,VVS1,7,160.19,112.133,160.19,112.133
1203,0.46,Premium,4,I,IF,8,2865.38,2005.766,2865.38,2005.766
1204,0.4,Good,2,E,SI2,2,-679.6,-475.72,0,0
1205,2.05,Ideal,5,G,SI2,2,13676.15,9573.305,13676.15,9573.305
1206,0.41,Ideal,5,E,VVS1,7,2148.83,1504.181,2148.83,1504.181
1207,2.03,Ideal,5,J,VS2,5,14869.89,10408.923,14869.89,10408.923
1208,2.28,Ideal,5,I,SI2,2,15611.14,10927.798,15611.14,10927.798
1209,0.72,Very Good,3,F,VVS1,7,4440.66,3108.462,4440.66,3108.462
1210,1.52,Good,2,I,VS2,5,10104.96,7073.472,10104.96,7073.472
1211,1.51,Premium,4,F,VS2,5,10337.03,7235.921,10337.03,7235.921
1212,1.14,Very Good,3,J,SI1,3,6158.12,4310.684,6158.12,4310.684
1213,0.51,Ideal,5,F,VS1,4,1628.13,1139.691,1628.13,1139.691
1214,0.3,Ideal,5,I,SI2,2,-1046.6,-732.62,0,0
1215,0.31,Premium,4,G,VS2,5,241.43,169.001,241.43,169.001
1216,1.5,Very Good,3,D,SI1,3,9186.8,6430.76,9186.8,6430.76
1217,0.52,Ideal,5,E,VS2,5,2166.26,1516.382,2166.26,1516.382
1218,0.7,Fair,1,D,SI1,3,2140.2,1498.14,2140.2,1498.14
1219,0.3,Ideal,5,E,VVS1,7,1223.4,856.38,1223.4,856.38
1220,0.5,Fair,1,F,SI1,3,457.6,320.32,457.6,320.32
1221,1.54,Premium,4,H,VS2,5,10589.42,7412.594,10589.42,7412.594
1222,1.2,Ideal,5,D,SI1,3,6979.1,4885.37,6979.1,4885.37
1223,0.79,Very Good,3,E,SI2,2,2759.57,1931.699,2759.57,1931.699
1224,1.2,Good,2,E,VS2,5,7412.8,5188.96,7412.8,5188.96
1225,2.01,Premium,4,E,SI1,3,13635.53,9544.871,13635.53,9544.871
1226,0.72,Very Good,3,H,VS1,4,3078.66,2155.062,3078.66,2155.062
1227,1.1,Very Good,3,E,SI2,2,5367.6,3757.32,5367.6,3757.32
1228,0.23,Very Good,3,E,VVS2,6,-135.71,-94.997,0,0
1229,0.94,Ideal,5,F,I1,1,3883.72,2718.604,3883.72,2718.604
1230,2.16,Very Good,3,H,SI2,2,14285.38,9999.766,14285.38,9999.766
1231,0.27,Very Good,3,E,VVS2,6,200.81,140.567,200.81,140.567
1232,0.35,Ideal,5,E,SI1,3,-171.95,-120.365,0,0
1233,0.38,Ideal,5,G,VS1,4,534.44,374.108,534.44,374.108
1234,1.21,Very Good,3,F,VS1,4,7201.03,5040.721,7201.03,5040.721
1235,0.3,Premium,4,E,VVS2,6,611.3,427.91,611.3,427.91
1236,0.56,Ideal,5,D,VS2,5,2502.78,1751.946,2502.78,1751.946
1237,0.3,Good,2,H,SI2,2,-1520.9,-1064.63,0,0
1238,1.01,Premium,4,D,SI1,3,5222.53,3655.771,5222.53,3655.771
1239,0.34,Ideal,5,D,VS2,5,651.92,456.344,651.92,456.344
1240,0.32,Premium,4,E,VVS1,7,1233.56,863.492,1233.56,863.492
1241,1.01,Very Good,3,D,SI2,2,4610.43,3227.301,4610.43,3227.301
1242,0.31,Premium,4,E,SI1,3,-666.57,-466.599,0,0
1243,0.51,Ideal,5,G,SI1,3,1174.13,821.891,1174.13,821.891
1244,0.36,Premium,4,E,VS1,4,208.08,145.656,208.08,145.656
1245,0.5,Premium,4,D,SI1,3,931.9,652.33,931.9,652.33
1246,0.21,Premium,4,E,SI2,2,-1961.87,-1373.309,0,0
1247,0.9,Very Good,3,H,SI1,3,4139,2897.3,4139,2897.3
1248,1.03,Premium,4,E,SI2,2,4936.79,3455.753,4936.79,3455.753
1249,0.37,Ideal,5,F,SI1,3,-3.69,-2.583,0,0
1250,0.5,Premium,4,F,SI1,3,931.9,652.33,931.9,652.33
1251,1.01,Very Good,3,G,VS1,4,5518.43,3862.901,5518.43,3862.901
1252,0.84,Good,2,G,VS2,5,4384.12,3068.884,4384.12,3068.884
1253,0.76,Very Good,3,G,VS2,5,3869.18,2708.426,3869.18,2708.426
1254,0.23,Very Good,3,E,VVS1,7,318.29,222.803,318.29,222.803
1255,1.03,Premium,4,H,VS2,5,6298.79,4409.153,6298.79,4409.153
1256,0.9,Good,2,I,VS2,5,4888.9,3422.23,4888.9,3422.23
1257,0.32,Ideal,5,F,VVS1,7,1391.66,974.162,1391.66,974.162
1258,0.55,Ideal,5,F,VS2,5,2418.65,1693.055,2418.65,1693.055
1259,1.55,Premium,4,G,SI1,3,9765.55,6835.885,9765.55,6835.885
1260,0.35,Ideal,5,D,VS2,5,736.05,515.235,736.05,515.235
1261,1.51,Very Good,3,G,VS1,4,9724.93,6807.451,9724.93,6807.451
1262,0.38,Ideal,5,F,VS2,5,988.44,691.908,988.44,691.908
1263,0.33,Very Good,3,I,VVS2,6,705.59,493.913,705.59,493.913
1264,0.31,Ideal,5,G,IF,8,1761.53,1233.071,1761.53,1233.071
1265,0.3,Ideal,5,F,VS2,5,315.4,220.78,315.4,220.78
1266,1.22,Ideal,5,H,VS1,4,7601.36,5320.952,7601.36,5320.952
1267,0.4,Premium,4,F,VS1,4,544.6,381.22,544.6,381.22
1268,1.51,Very Good,3,J,I1,1,8362.93,5854.051,8362.93,5854.051
1269,1.01,Good,2,F,SI2,2,4452.33,3116.631,4452.33,3116.631
1270,0.51,Good,2,E,SI1,3,699.83,489.881,699.83,489.881
1271,0.32,Premium,4,F,VVS1,7,1233.56,863.492,1233.56,863.492
1272,1.28,Ideal,5,H,SI2,2,7198.14,5038.698,7198.14,5038.698
1273,0.33,Ideal,5,D,SI2,2,-794.21,-555.947,0,0
1274,1.11,Ideal,5,E,VS2,5,7129.93,4990.951,7129.93,4990.951
1275,2.21,Premium,4,G,SI2,2,14864.13,10404.891,14864.13,10404.891
1276,0.43,Good,2,F,SI1,3,26.79,18.753,26.79,18.753
1277,0.7,Premium,4,G,IF,8,4884.5,3419.15,4884.5,3419.15
1278,0.25,Very Good,3,F,IF,8,940.55,658.385,940.55,658.385
1279,0.5,Good,2,H,VS2,5,1523.7,1066.59,1523.7,1066.59
1280,0.24,Good,2,F,VS1,4,-1117.68,-782.376,0,0
1281,0.3,Premium,4,E,SI1,3,-750.7,-525.49,0,0
1282,1.11,Very Good,3,H,SI2,2,5451.73,3816.211,5451.73,3816.211
1283,1.02,Fair,1,I,SI2,2,4378.36,3064.852,4378.36,3064.852
1284,0.31,Ideal,5,G,VVS1,7,1307.53,915.271,1307.53,915.271
1285,0.39,Ideal,5,G,VS1,4,618.57,432.999,618.57,432.999
1286,0.5,Premium,4,E,VS2,5,1839.9,1287.93,1839.9,1287.93
1287,0.7,Ideal,5,F,SI1,3,2772.6,1940.82,2772.6,1940.82
1288,0.32,Very Good,3,G,SI1,3,-740.54,-518.378,0,0
1289,0.3,Very Good,3,H,VS1,4,-454.8,-318.36,0,0
1290,0.41,Ideal,5,G,VVS2,6,1694.83,1186.381,1694.83,1186.381
1291,1.33,Fair,1,G,SI2,2,6986.39,4890.473,6986.39,4890.473
1292,0.3,Ideal,5,I,VVS1,7,1223.4,856.38,1223.4,856.38
1293,1.51,Premium,4,F,VS2,5,10337.03,7235.921,10337.03,7235.921
1294,0.38,Ideal,5,F,VVS1,7,1896.44,1327.508,1896.44,1327.508
1295,0.23,Very Good,3,D,VS2,5,-589.71,-412.797,0,0
1296,0.74,Ideal,5,G,VS2,5,4017.12,2811.984,4017.12,2811.984
1297,1.2,Very Good,3,H,SI2,2,6208.9,4346.23,6208.9,4346.23
1298,1.52,Ideal,5,G,SI1,3,9671.26,6769.882,9671.26,6769.882
1299,1.01,Ideal,5,G,VS2,5,6288.63,4402.041,6288.63,4402.041
1300,0.44,Ideal,5,E,VS2,5,1493.22,1045.254,1493.22,1045.254
1301,1.2,Premium,4,G,SI1,3,6821,4774.7,6821,4774.7
1302,1.3,Good,2,J,SI2,2,6892.1,4824.47,6892.1,4824.47
1303,0.31,Premium,4,H,SI1,3,-666.57,-466.599,0,0
1304,1.2,Ideal,5,G,VVS2,6,8341.1,5838.77,8341.1,5838.77
1305,0.79,Premium,4,D,SI1,3,3371.67,2360.169,3371.67,2360.169
1306,1.05,Ideal,5,F,VVS1,7,7533.15,5273.205,7533.15,5273.205
1307,0.7,Premium,4,G,SI2,2,2160.5,1512.35,2160.5,1512.35
1308,0.3,Very Good,3,J,VS2,5,-0.8,-0.56,0,0
1309,1.25,Ideal,5,G,VVS2,6,8761.75,6133.225,8761.75,6133.225
1310,2.07,Very Good,3,J,VS2,5,14890.21,10423.147,14890.21,10423.147
1311,1.52,Premium,4,F,VS2,5,10421.16,7294.812,10421.16,7294.812
1312,0.31,Ideal,5,G,VS2,5,399.53,279.671,399.53,279.671
1313,0.94,Ideal,5,F,SI2,2,4337.72,3036.404,4337.72,3036.404
1314,0.27,Very Good,3,E,VS2,5,-253.19,-177.233,0,0
1315,0.32,Ideal,5,G,IF,8,1845.66,1291.962,1845.66,1291.962
1316,0.35,Ideal,5,F,VS1,4,282.05,197.435,282.05,197.435
1317,1.2,Ideal,5,F,VVS1,7,8795.1,6156.57,8795.1,6156.57
1318,1.51,Premium,4,E,SI1,3,9429.03,6600.321,9429.03,6600.321
1319,0.4,Ideal,5,G,VS2,5,1156.7,809.69,1156.7,809.69
1320,0.33,Premium,4,G,VVS2,6,863.69,604.583,863.69,604.583
1321,1.51,Very Good,3,I,IF,8,11540.93,8078.651,11540.93,8078.651
1322,0.72,Premium,4,J,I1,1,1874.76,1312.332,1874.76,1312.332
1323,0.84,Very Good,3,G,VS2,5,4542.22,3179.554,4542.22,3179.554
1324,1.06,Very Good,3,F,SI1,3,5485.08,3839.556,5485.08,3839.556
1325,1.01,Premium,4,F,VS2,5,6130.53,4291.371,6130.53,4291.371
1326,0.38,Ideal,5,F,VVS2,6,1442.44,1009.708,1442.44,1009.708
1327,0.72,Ideal,5,H,VS1,4,3394.86,2376.402,3394.86,2376.402
1328,1.61,Very Good,3,E,SI2,2,9658.23,6760.761,9658.23,6760.761
1329,1.5,Very Good,3,J,VS1,4,9640.8,6748.56,9640.8,6748.56
1330,0.78,Good,2,J,SI1,3,2971.34,2079.938,2971.34,2079.938
1331,0.69,Fair,1,G,SI2,2,1602.07,1121.449,1602.07,1121.449
1332,0.32,Ideal,5,E,VS2,5,483.66,338.562,483.66,338.562
1333,0.51,Ideal,5,H,VVS2,6,2536.13,1775.291,2536.13,1775.291
1334,0.34,Ideal,5,F,VS1,4,197.92,138.544,197.92,138.544
1335,1.49,Very Good,3,F,I1,1,8194.67,5736.269,8194.67,5736.269
1336,0.5,Premium,4,F,VS1,4,1385.9,970.13,1385.9,970.13
1337,0.9,Good,2,E,SI1,3,3980.9,2786.63,3980.9,2786.63
1338,2.2,Premium,4,J,VS1,4,15688,10981.6,15688,10981.6
1339,0.51,Premium,4,G,VVS2,6,2378.03,1664.621,2378.03,1664.621
1340,2.38,Premium,4,H,SI1,3,16748.34,11723.838,16748.34,11723.838
1341,0.9,Premium,4,D,SI2,2,3843.1,2690.17,3843.1,2690.17
1342,1.05,Ideal,5,H,SI1,3,5717.15,4002.005,5717.15,4002.005
1343,0.61,Premium,4,I,VS2,5,2765.33,1935.731,2765.33,1935.731
1344,0.71,Very Good,3,H,VVS1,7,4356.53,3049.571,4356.53,3049.571
1345,1.01,Ideal,5,J,SI1,3,5380.63,3766.441,5380.63,3766.441
1346,0.4,Premium,4,H,VS2,5,998.6,699.02,998.6,699.02
1347,0.57,Premium,4,E,SI2,2,1066.81,746.767,1066.81,746.767
1348,1.74,Ideal,5,J,SI1,3,11522.12,8065.484,11522.12,8065.484
1349,0.37,Very Good,3,D,VS2,5,588.11,411.677,588.11,411.677
1350,0.53,Fair,1,E,SI1,3,709.99,496.993,709.99,496.993
1351,2.4,Fair,1,J,SI2,2,15988.3,11191.81,15988.3,11191.81
1352,0.71,Premium,4,E,SI1,3,2698.63,1889.041,2698.63,1889.041
1353,0.71,Fair,1,D,VS2,5,3132.33,2192.631,3132.33,2192.631
1354,0.51,Very Good,3,F,VS1,4,1311.93,918.351,1311.93,918.351
1355,0.95,Fair,1,J,SI1,3,4243.45,2970.415,4243.45,2970.415
1356,0.32,Good,2,F,VS2,5,9.36,6.552,9.36,6.552
1357,0.31,Premium,4,J,VS2,5,241.43,169.001,241.43,169.001
1358,0.9,Good,2,E,SI1,3,3980.9,2786.63,3980.9,2786.63
1359,0.51,Ideal,5,G,VVS2,6,2536.13,1775.291,2536.13,1775.291
1360,1.7,Premium,4,G,VS2,5,11935.5,8354.85,11935.5,8354.85
1361,0.31,Premium,4,E,VS2,5,241.43,169.001,241.43,169.001
1362,0.5,Very Good,3,E,VS2,5,1681.8,1177.26,1681.8,1177.26
1363,1.55,Very Good,3,D,SI2,2,9153.45,6407.415,9153.45,6407.415
1364,1.01,Very Good,3,E,SI1,3,5064.43,3545.101,5064.43,3545.101
1365,1.01,Very Good,3,E,SI1,3,5064.43,3545.101,5064.43,3545.101
1366,1.18,Ideal,5,I,SI1,3,6810.84,4767.588,6810.84,4767.588
1367,0.3,Ideal,5,F,VVS1,7,1223.4,856.38,1223.4,856.38
1368,0.76,Very Good,3,H,SI1,3,2961.18,2072.826,2961.18,2072.826
1369,0.92,Good,2,D,SI1,3,4149.16,2904.412,4149.16,2904.412
1370,0.72,Fair,1,H,SI2,2,1854.46,1298.122,1854.46,1298.122
1371,1.5,Very Good,3,D,VS2,5,10094.8,7066.36,10094.8,7066.36
1372,1.01,Ideal,5,H,SI1,3,5380.63,3766.441,5380.63,3766.441
1373,1.1,Ideal,5,H,SI1,3,6137.8,4296.46,6137.8,4296.46
1374,0.34,Very Good,3,F,SI2,2,-1026.28,-718.396,0,0
1375,0.53,Ideal,5,E,SI1,3,1342.39,939.673,1342.39,939.673
1376,1.6,Premium,4,J,SI1,3,10186.2,7130.34,10186.2,7130.34
1377,0.31,Ideal,5,H,SI1,3,-508.47,-355.929,0,0
1378,0.31,Ideal,5,E,VS1,4,-54.47,-38.129,0,0
1379,1.5,Good,2,H,VS2,5,9936.7,6955.69,9936.7,6955.69
1380,1.02,Good,2,E,SI2,2,4536.46,3175.522,4536.46,3175.522
1381,1.01,Ideal,5,F,SI1,3,5380.63,3766.441,5380.63,3766.441
1382,0.4,Ideal,5,F,VVS2,6,1610.7,1127.49,1610.7,1127.49
1383,0.4,Ideal,5,E,VS2,5,1156.7,809.69,1156.7,809.69
1384,1.12,Premium,4,H,SI1,3,6147.96,4303.572,6147.96,4303.572
1385,0.31,Premium,4,H,SI1,3,-666.57,-466.599,0,0
1386,1.52,Premium,4,G,VVS2,6,10875.16,7612.612,10875.16,7612.612
1387,1.6,Ideal,5,I,SI2,2,9890.3,6923.21,9890.3,6923.21
1388,2,Premium,4,G,SI1,3,13551.4,9485.98,13551.4,9485.98
1389,0.58,Ideal,5,E,VS1,4,2217.04,1551.928,2217.04,1551.928
1390,2.06,Very Good,3,J,SI1,3,13898.08,9728.656,13898.08,9728.656
1391,0.56,Ideal,5,E,SI1,3,1594.78,1116.346,1594.78,1116.346
1392,0.51,Very Good,3,I,VS1,4,1311.93,918.351,1311.93,918.351
1393,1.01,Premium,4,H,VS2,5,6130.53,4291.371,6130.53,4291.371
1394,0.5,Very Good,3,J,VS2,5,1681.8,1177.26,1681.8,1177.26
1395,1.51,Ideal,5,G,VS1,4,10041.13,7028.791,10041.13,7028.791
1396,0.8,Premium,4,F,SI2,2,3001.8,2101.26,3001.8,2101.26
1397,0.52,Premium,4,G,VVS2,6,2462.16,1723.512,2462.16,1723.512
1398,1.48,Good,2,G,IF,8,11130.44,7791.308,11130.44,7791.308
1399,0.31,Ideal,5,D,VS2,5,399.53,279.671,399.53,279.671
1400,1.01,Ideal,5,D,SI2,2,4926.63,3448.641,4926.63,3448.641
1401,0.32,Very Good,3,H,SI1,3,-740.54,-518.378,0,0
1402,0.51,Premium,4,E,VS1,4,1470.03,1029.021,1470.03,1029.021
1403,0.71,Premium,4,H,SI2,2,2244.63,1571.241,2244.63,1571.241
1404,0.61,Very Good,3,I,VS2,5,2607.23,1825.061,2607.23,1825.061
1405,1.69,Premium,4,J,I1,1,10035.37,7024.759,10035.37,7024.759
1406,0.57,Ideal,5,E,VVS2,6,3040.91,2128.637,3040.91,2128.637
1407,1.22,Good,2,G,SI2,2,6219.06,4353.342,6219.06,4353.342
1408,1.38,Premium,4,J,SI1,3,8335.34,5834.738,8335.34,5834.738
1409,1.18,Ideal,5,I,VS1,4,7264.84,5085.388,7264.84,5085.388
1410,0.51,Ideal,5,G,VVS2,6,2536.13,1775.291,2536.13,1775.291
1411,1.7,Ideal,5,D,SI2,2,10731.6,7512.12,10731.6,7512.12
1412,0.4,Good,2,F,I1,1,-1133.6,-793.52,0,0
1413,0.71,Ideal,5,F,VS1,4,3310.73,2317.511,3310.73,2317.511
